Millis,ID,B0,B1,B2,B3,B4,B5,B6,B7
205222,544,9,e0,9,6,40,4,,
205223,534,c0,8,,,,,,
205225,512,0,0,0,0,,,,
205229,504,0,1a,1,,,,,
205230,520,0,9,4,5,3,4,5,4
205230,50c,89,4,1,,,,,
205233,500,4,,,,,,,
205234,548,10,e0,0,40,e0,0,,
205238,513,0,0,0,0,,,,
205240,504,0,1a,1,,,,,
205241,54c,13,d0,0,42,a0,0,,
205242,510,80,5,0,,,,,
205242,550,1b,1b,18,0,,,,
205243,500,4,,,,,,,
205245,534,b4,8,,,,,,
205245,524,0,0,0,0,4,0,4,9
205251,504,0,1a,1,,,,,
205251,512,0,0,0,0,,,,
205255,500,4,,,,,,,
205260,514,0,4,0,,,,,
205262,504,0,1a,1,,,,,
205262,508,91,0d,50,0,3,,,
205262,509,4,5,95,3,ff,8,,
205262,538,0,0,32,5,94,3,0e,3
205264,513,0,0,0,0,,,,
205265,500,4,,,,,,,
205268,534,d3,8,,,,,,
205272,540,25,90,0,b4,a0,0,,
205272,544,9,a0,0c,6,40,4,,
205273,504,0,1a,1,,,,,
205276,570,18,,,,,,,
205276,500,4,,,,,,,
205277,512,0,0,0,0,,,,
205281,520,0,9,4,5,3,4,5,4
205281,50c,90,4,1,,,,,
205283,568,1a,,,,,,,
205285,504,0,1a,1,,,,,
205286,548,10,d0,0,4a,f0,0,,
205287,500,4,,,,,,,
205287,534,cf,8,,,,,,
205290,513,0,0,0,0,,,,
205292,56c,19,,,,,,,
205292,54c,0c,d0,0,40,90,0,,
205294,52c,0,,,,,,,
205295,504,0,1a,1,,,,,
205296,524,0,0,0,0,4,0,4,9
205298,500,4,,,,,,,
205303,512,0,0,0,0,,,,
205306,504,0,1a,1,,,,,
205309,534,d4,8,,,,,,
205310,500,4,,,,,,,
205311,528,0,,,,,,,
205312,564,18,,,,,,,
205312,55c,1b,,,,,,,
205313,508,5a,0d,52,0,3,,,
205313,509,4,5,91,3,f7,8,,
205316,538,0,0,32,5,94,3,11,3
205316,513,0,0,0,0,,,,
205317,504,0,1a,1,,,,,
205318,554,0,0,0,0,,,,
205320,500,4,,,,,,,
205324,540,28,80,0,af,a0,0,,
205324,544,9,20,0d,6,50,4,,
205328,504,0,1a,1,,,,,
205329,512,0,0,0,0,,,,
205331,500,4,,,,,,,
205335,520,0,9,4,5,3,4,5,4
205335,534,f8,8,,,,,,
205335,50c,79,4,1,,,,,
205337,548,10,d0,0,54,e0,0,,
205339,504,0,1a,1,,,,,
205342,500,4,,,,,,,
205342,513,0,0,0,0,,,,
205343,510,80,5,0,,,,,
205344,54c,0c,d0,0,49,a0,0,,
205348,524,0,0,0,0,4,0,4,9
205350,504,0,1a,1,,,,,
205353,534,8,9,,,,,,
205353,500,4,,,,,,,
205355,512,0,0,0,0,,,,
205361,504,0,1a,1,,,,,
205361,514,0,4,0,,,,,
205364,508,36,0d,51,0,3,,,
205364,509,f4,4,94,3,f7,8,,
205364,538,0,0,32,5,94,3,11,3
205365,500,4,,,,,,,
205367,560,19,,,,,,,
205368,513,0,0,0,0,,,,
205372,504,0,1a,1,,,,,
205374,534,1a,9,,,,,,
205375,500,4,,,,,,,
205376,540,2c,80,0,ae,a0,0,,
205376,544,9,80,10,6,40,4,,
205381,512,0,0,0,0,,,,
205383,504,0,1a,1,,,,,
205383,520,0,9,4,5,3,4,5,4
205385,50c,75,4,1,,,,,
205386,500,4,,,,,,,
205388,548,10,d0,0,37,e0,0,,
205394,504,0,1a,1,,,,,
205394,513,0,0,0,0,,,,
205396,54c,0c,d0,0,40,a0,0,,
205396,52c,0,,,,,,,
205396,534,10,9,,,,,,
205397,500,4,,,,,,,
205400,524,0,0,0,0,4,0,4,9
205405,504,0,1a,1,,,,,
205407,512,0,0,0,0,,,,
205408,500,4,,,,,,,
205411,528,0,,,,,,,
205413,564,18,,,,,,,
205415,508,b6,0d,52,0,3,,,
205415,509,28,5,88,3,5,9,,
205415,538,0,0,32,5,94,3,0f,3
205416,504,0,1a,1,,,,,
205418,534,1e,9,,,,,,
205421,500,4,,,,,,,
205421,513,0,0,0,0,,,,
205426,540,29,80,0,ac,a0,0,,
205426,544,9,90,9,6,50,4,,
205427,504,0,1a,1,,,,,
205430,500,4,,,,,,,
205433,512,0,0,0,0,,,,
205433,520,0,9,4,5,3,4,5,4
205434,50c,70,4,1,,,,,
205438,504,0,1a,1,,,,,
205440,534,1f,9,,,,,,
205441,500,4,,,,,,,
205441,548,10,d0,0,57,f0,0,,
205444,510,7f,5,0,,,,,
205444,550,1b,1b,18,0,,,,
205446,513,0,0,0,0,,,,
205447,54c,1e,d0,0,2c,a0,0,,
205449,504,0,1a,1,,,,,
205450,524,0,0,0,0,4,0,4,9
205452,500,4,,,,,,,
205459,512,0,0,0,0,,,,
205460,504,0,1a,1,,,,,
205460,534,10,9,,,,,,
205462,514,0,4,0,,,,,
205463,500,4,,,,,,,
205466,508,8a,0c,51,0,3,,,
205466,509,e6,4,87,3,5,9,,
205467,538,0,0,32,5,94,3,0f,3
205471,504,0,1a,1,,,,,
205472,513,0,0,0,0,,,,
205474,500,4,,,,,,,
205477,570,18,,,,,,,
205478,540,27,80,0,b0,a0,0,,
205478,544,9,0,0a,6,50,4,,
205482,504,0,1a,1,,,,,
205482,534,1f,9,,,,,,
205484,568,1a,,,,,,,
205485,500,4,,,,,,,
205485,520,0,9,4,5,3,4,5,4
205485,512,0,0,0,0,,,,
205488,50c,68,4,1,,,,,
205493,504,0,1a,1,,,,,
205493,548,10,e0,0,37,e0,0,,
205493,56c,19,,,,,,,
205496,500,4,,,,,,,
205497,52c,0,,,,,,,
205498,513,0,0,0,0,,,,
205499,54c,16,e0,0,4c,a0,0,,
205502,524,0,0,0,0,4,0,4,9
205504,504,0,1a,1,,,,,
205506,534,12,9,,,,,,
205507,500,4,,,,,,,
205511,512,0,0,0,0,,,,
205513,55c,1b,,,,,,,
205513,528,0,,,,,,,
205514,564,18,,,,,,,
205515,504,0,1a,1,,,,,
205517,508,97,0c,51,0,2,,,
205517,509,29,5,80,3,0f,9,,
205517,538,0,0,32,5,94,3,2,3
205520,500,4,,,,,,,
205520,554,0,0,0,0,,,,
205524,513,0,0,0,0,,,,
205524,534,0f,9,,,,,,
205526,504,0,1a,1,,,,,
205529,500,4,,,,,,,
205530,540,39,80,0,b0,a0,0,,
205530,544,9,d0,8,6,50,4,,
205536,50c,76,4,1,,,,,
205537,504,0,1a,1,,,,,
205539,520,0,9,4,5,3,4,5,4
205539,512,0,0,0,0,,,,
205540,500,4,,,,,,,
205545,510,80,5,0,,,,,
205545,548,10,d0,0,51,d0,0,,
205546,534,1d,9,,,,,,
205548,504,0,1a,1,,,,,
205550,513,0,0,0,0,,,,
205550,54c,0c,d0,0,46,a0,0,,
205551,500,4,,,,,,,
205554,524,0,0,0,0,4,0,4,9
205559,504,0,1a,1,,,,,
205562,500,4,,,,,,,
205563,514,0,2,0,,,,,
205563,512,0,0,0,0,,,,
205567,560,19,,,,,,,
205568,534,f0,8,,,,,,
205568,509,11,5,86,3,0f,9,,
205568,538,0,0,32,5,94,3,2,3
205568,508,d7,0d,52,0,3,,,
205571,504,0,1a,1,,,,,
205573,500,4,,,,,,,
205576,513,0,0,0,0,,,,
205580,540,2e,90,0,b5,a0,0,,
205580,544,9,10,0d,6,40,4,,
205581,504,0,1a,1,,,,,
205584,500,4,,,,,,,
205587,50c,76,4,1,,,,,
205587,520,0,9,4,5,3,4,5,4
205589,534,15,9,,,,,,
205591,512,0,0,0,0,,,,
205592,504,0,1a,1,,,,,
205595,500,4,,,,,,,
205596,548,0f,d0,0,4d,d0,0,,
205597,52c,0,,,,,,,
205601,54c,0c,d0,0,37,90,0,,
205602,513,0,0,0,0,,,,
205603,504,0,1a,1,,,,,
205605,524,0,0,0,0,4,0,4,9
205605,500,4,,,,,,,
205610,534,1a,9,,,,,,
205614,504,0,1a,1,,,,,
205614,528,0,,,,,,,
205615,564,18,,,,,,,
205615,512,0,0,0,0,,,,
205616,500,4,,,,,,,
205619,508,fe,0d,51,0,2,,,
205619,509,3,5,89,3,f8,8,,
205619,538,0,0,32,5,94,3,14,3
205625,504,0,1a,1,,,,,
205627,500,4,,,,,,,
205628,513,0,0,0,0,,,,
205632,540,29,80,0,b3,a0,0,,
205632,534,eb,8,,,,,,
205632,544,9,20,0f,6,40,4,,
205636,504,0,1a,1,,,,,
205638,50c,74,4,1,,,,,
205639,520,0,9,4,5,3,4,5,4
205639,500,4,,,,,,,
205641,512,0,0,0,0,,,,
205646,510,80,5,0,,,,,
205646,550,1b,1b,18,0,,,,
205647,504,0,1a,1,,,,,
205647,548,10,e0,0,45,50,1,,
205650,500,4,,,,,,,
205653,54c,0c,d0,0,43,90,0,,
205654,534,e1,8,,,,,,
205654,513,0,0,0,0,,,,
205657,524,0,0,0,0,4,0,4,9
205658,504,0,1a,1,,,,,
205660,500,4,,,,,,,
205664,514,0,2,0,,,,,
205667,512,0,0,0,0,,,,
205669,504,0,1a,1,,,,,
205670,538,0,0,32,5,94,3,14,3
205670,509,9,5,86,3,f8,8,,
205670,508,11,0e,52,0,3,,,
205671,500,4,,,,,,,
205674,534,16,9,,,,,,
205678,570,18,,,,,,,
205680,504,0,1a,1,,,,,
205680,513,0,0,0,0,,,,
205682,500,4,,,,,,,
205684,540,28,80,0,b4,a0,0,,
205684,544,9,b0,0c,7,50,4,,
205685,568,1a,,,,,,,
205689,50c,76,4,1,,,,,
205691,520,0,9,4,5,3,4,5,4
205691,504,0,1a,1,,,,,
205693,512,0,0,0,0,,,,
205695,56c,19,,,,,,,
205696,500,4,,,,,,,
205696,534,ea,8,,,,,,
205699,548,10,e0,0,57,20,1,,
205699,52c,0,,,,,,,
205702,504,0,1a,1,,,,,
205704,500,4,,,,,,,
205705,54c,14,d0,0,3f,a0,0,,
205706,513,0,0,0,0,,,,
205709,524,0,0,0,0,4,0,4,9
205713,504,0,1a,1,,,,,
205714,55c,1b,,,,,,,
205715,528,0,,,,,,,
205715,500,4,,,,,,,
205716,564,18,,,,,,,
205718,534,f0,8,,,,,,
205719,512,0,0,0,0,,,,
205720,554,0,0,0,0,,,,
205721,508,d9,0d,50,0,2,,,
205721,509,fb,4,78,3,3,9,,
205723,538,0,0,32,5,94,3,fe,2
205724,504,0,1a,1,,,,,
205726,500,4,,,,,,,
205732,513,0,0,0,0,,,,
205734,540,21,80,0,b3,a0,0,,
205734,544,9,70,8,6,40,4,,
205735,504,0,1a,1,,,,,
205737,500,4,,,,,,,
205738,534,0e,9,,,,,,
205740,50c,72,4,1,,,,,
205743,520,0,9,4,5,3,4,5,4
205745,512,0,0,0,0,,,,
205746,504,0,1a,1,,,,,
205747,510,7f,5,0,,,,,
205749,500,4,,,,,,,
205750,548,0f,d0,0,33,e0,0,,
205756,54c,0c,d0,0,46,a0,0,,
205757,504,0,1a,1,,,,,
205758,513,0,0,0,0,,,,
205759,500,4,,,,,,,
205761,534,f1,8,,,,,,
205762,524,0,0,0,0,4,0,4,9
205765,514,0,2,0,,,,,
205768,560,19,,,,,,,
205768,504,0,1a,1,,,,,
205770,500,4,,,,,,,
205771,512,0,0,0,0,,,,
205772,508,ee,0d,52,0,2,,,
205772,509,e8,4,64,3,3,9,,
205772,538,0,0,32,5,94,3,fe,2
205779,504,0,1a,1,,,,,
205781,500,4,,,,,,,
205782,534,f3,8,,,,,,
205784,513,0,0,0,0,,,,
205786,540,27,80,0,b4,a0,0,,
205786,544,9,d0,0c,6,50,4,,
205790,504,0,1a,1,,,,,
205791,50c,6e,4,1,,,,,
205792,500,4,,,,,,,
205793,520,0,9,4,5,3,4,5,4
205797,512,0,0,0,0,,,,
205800,52c,0,,,,,,,
205801,504,0,1a,1,,,,,
205802,548,0f,d0,0,57,d0,0,,
205802,534,1d,9,,,,,,
205804,500,4,,,,,,,
205808,54c,0c,d0,0,44,a0,0,,
205810,513,0,0,0,0,,,,
205812,504,0,1a,1,,,,,
205813,524,0,0,0,0,4,0,4,9
205816,500,4,,,,,,,
205817,564,18,,,,,,,
205817,528,0,,,,,,,
205823,504,0,1a,1,,,,,
205823,508,8a,0d,50,0,2,,,
205823,509,0b,5,5b,3,2,9,,
205823,512,0,0,0,0,,,,
205823,538,0,0,32,5,94,3,6,3
205824,534,0f,9,,,,,,
205825,500,4,,,,,,,
205834,504,0,1a,1,,,,,
205836,513,0,0,0,0,,,,
205836,500,4,,,,,,,
205838,540,2a,80,0,b6,a0,0,,
205838,544,9,d0,7,6,40,4,,
205842,50c,72,4,1,,,,,
205845,504,0,1a,1,,,,,
205845,520,0,9,4,5,3,4,5,4
205846,534,0c,9,,,,,,
205847,500,4,,,,,,,
205849,550,1b,1b,18,0,,,,
205849,510,80,5,0,,,,,
205850,512,0,0,0,0,,,,
205854,548,10,d0,0,3a,d0,0,,
205856,504,0,1a,1,,,,,
205859,500,4,,,,,,,
205860,54c,0c,d0,0,46,90,0,,
205862,513,0,0,0,0,,,,
205864,524,0,0,0,0,4,0,4,9
205866,514,0,2,0,,,,,
205868,534,1d,9,,,,,,
205868,504,0,1a,1,,,,,
205869,500,4,,,,,,,
205874,508,87,0d,53,0,2,,,
205874,509,ee,4,5b,3,2,9,,
205874,538,0,0,32,5,94,3,6,3
205875,512,0,0,0,0,,,,
205878,504,0,1a,1,,,,,
205879,570,18,,,,,,,
205880,500,4,,,,,,,
205886,568,1a,,,,,,,
205888,513,0,0,0,0,,,,
205888,540,22,90,0,b2,a0,0,,
205888,534,17,9,,,,,,
205889,544,9,f0,0c,6,50,4,,
205889,504,0,1a,1,,,,,
205891,500,4,,,,,,,
205893,50c,7a,4,1,,,,,
205895,56c,19,,,,,,,
205895,520,0,9,4,5,3,4,5,4
205900,504,0,1a,1,,,,,
205901,52c,0,,,,,,,
205901,512,0,0,0,0,,,,
205902,500,4,,,,,,,
205905,548,10,d0,0,50,f0,0,,
205910,534,17,9,,,,,,
205911,504,0,1a,1,,,,,
205912,54c,15,d0,0,38,a0,0,,
205914,500,4,,,,,,,
205914,513,0,0,0,0,,,,
205918,55c,1b,,,,,,,
205918,524,0,0,0,0,4,0,4,9
205918,564,18,,,,,,,
205918,528,0,,,,,,,
205921,554,0,0,0,0,,,,
205922,504,0,1a,1,,,,,
205924,500,4,,,,,,,
205925,508,85,0d,50,0,3,,,
205925,509,1a,5,63,3,4,9,,
205925,538,0,0,32,5,94,3,2,3
205928,512,0,0,0,0,,,,
205932,534,1b,9,,,,,,
205933,504,0,1a,1,,,,,
205935,500,4,,,,,,,
205940,513,0,0,0,0,,,,
205940,540,25,80,0,b4,a0,0,,
205941,544,9,a0,0d,7,70,4,,
205944,504,0,1a,1,,,,,
205944,50c,68,4,1,,,,,
205946,500,4,,,,,,,
205948,520,0,9,4,5,3,4,5,4
205949,510,81,5,0,,,,,
205953,512,0,0,0,0,,,,
205954,534,e6,8,,,,,,
205955,504,0,1a,1,,,,,
205957,548,0f,d0,0,4e,d0,0,,
205957,500,4,,,,,,,
205964,54c,0c,d0,0,4d,90,0,,
205966,504,0,1a,1,,,,,
205966,513,0,0,0,0,,,,
205968,514,0,4,0,,,,,
205969,524,0,0,0,0,4,0,4,9
205969,560,19,,,,,,,
205969,500,4,,,,,,,
205974,534,f2,8,,,,,,
205976,508,f1,0d,53,0,3,,,
205976,509,ec,4,78,3,4,9,,
205977,538,0,0,32,5,94,3,2,3
205977,504,0,1a,1,,,,,
205979,500,4,,,,,,,
205981,512,0,0,0,0,,,,
205988,504,0,1a,1,,,,,
205990,500,4,,,,,,,
205992,540,28,80,0,ae,90,0,,
205992,513,0,0,0,0,,,,
205992,544,9,e0,8,6,40,4,,
205995,50c,82,4,1,,,,,
205996,534,e7,8,,,,,,
205999,504,0,1a,1,,,,,
205999,520,0,9,4,5,3,4,5,4
206001,500,4,,,,,,,
206003,52c,0,,,,,,,
206005,512,0,0,0,0,,,,
206008,548,10,d0,0,40,e0,0,,
206010,504,0,1a,1,,,,,
206012,500,4,,,,,,,
206015,54c,0c,d0,0,48,a0,0,,
206018,534,ea,8,,,,,,
206018,513,0,0,0,0,,,,
206019,524,0,0,0,0,4,0,4,9
206021,564,18,,,,,,,
206021,528,0,,,,,,,
206021,504,0,1a,1,,,,,
206023,500,4,,,,,,,
206027,508,a2,0d,50,0,2,,,
206027,509,14,5,8a,3,0,9,,
206027,538,0,0,32,5,94,3,3,3
206031,512,0,0,0,0,,,,
206032,504,0,1a,1,,,,,
206034,500,4,,,,,,,
206038,534,f6,8,,,,,,
206043,540,2b,80,0,b7,a0,0,,
206043,544,9,20,0a,6,40,4,,
206043,504,0,1a,1,,,,,
206044,513,0,0,0,0,,,,
206045,500,4,,,,,,,
206046,50c,77,4,1,,,,,
206049,550,1b,1b,18,0,,,,
206050,520,0,9,4,5,3,4,5,4
206050,510,7f,5,0,,,,,
206054,504,0,1a,1,,,,,
206056,500,4,,,,,,,
206057,512,0,0,0,0,,,,
206060,534,f2,8,,,,,,
206061,548,0f,d0,0,55,d0,0,,
206065,504,0,1a,1,,,,,
206067,500,4,,,,,,,
206067,54c,0c,d0,0,2f,90,0,,
206068,514,0,2,0,,,,,
206070,513,0,0,0,0,,,,
206072,524,0,0,0,0,4,0,4,9
206076,504,0,1a,1,,,,,
206078,508,5e,0d,53,0,3,,,
206078,509,fe,4,99,3,0,9,,
206078,538,0,0,32,5,94,3,3,3
206078,500,4,,,,,,,
206080,570,18,,,,,,,
206082,534,7,9,,,,,,
206083,512,0,0,0,0,,,,
206087,504,0,1a,1,,,,,
206089,568,1a,,,,,,,
206089,500,4,,,,,,,
206094,540,31,80,0,b3,a0,0,,
206095,544,9,20,0b,7,40,4,,
206096,513,0,0,0,0,,,,
206096,56c,19,,,,,,,
206097,50c,9c,4,1,,,,,
206098,504,0,1a,1,,,,,
206100,500,4,,,,,,,
206102,520,0,9,4,5,3,4,5,4
206105,534,f5,8,,,,,,
206105,52c,0,,,,,,,
206109,504,0,1a,1,,,,,
206109,512,0,0,0,0,,,,
206111,500,4,,,,,,,
206113,548,10,e0,0,38,f0,0,,
206116,55c,1b,,,,,,,
206119,54c,0c,d0,0,3d,90,0,,
206120,504,0,1a,1,,,,,
206120,564,18,,,,,,,
206122,528,0,,,,,,,
206122,500,4,,,,,,,
206122,513,0,0,0,0,,,,
206123,554,0,0,0,0,,,,
206124,524,0,0,0,0,4,0,4,9
206124,534,17,9,,,,,,
206129,508,85,0d,50,0,3,,,
206129,509,0b,5,9c,3,e9,8,,
206129,538,0,0,32,5,94,3,0e,3
206131,504,0,1a,1,,,,,
206133,500,4,,,,,,,
206135,512,0,0,0,0,,,,
206142,504,0,1a,1,,,,,
206144,500,4,,,,,,,
206146,540,1e,80,0,b1,a0,0,,
206146,534,ea,8,,,,,,
206146,544,9,a0,8,6,40,4,,
206148,513,0,0,0,0,,,,
206148,50c,7f,4,1,,,,,
206151,510,7f,5,0,,,,,
206153,504,0,1a,1,,,,,
206154,520,0,9,4,5,3,4,5,4
206155,500,4,,,,,,,
206161,512,0,0,0,0,,,,
206164,504,0,1a,1,,,,,
206164,548,0f,d0,0,59,30,1,,
206166,500,4,,,,,,,
206168,534,f2,8,,,,,,
206169,514,0,4,0,,,,,
206170,54c,17,d0,0,39,a0,0,,
206172,560,19,,,,,,,
206174,513,0,0,0,0,,,,
206175,504,0,1a,1,,,,,
206175,524,0,0,0,0,4,0,4,9
206177,500,4,,,,,,,
206180,508,59,0d,52,0,2,,,
206180,509,f6,4,a7,3,e9,8,,
206180,538,0,0,32,5,94,3,0e,3
206186,504,0,1a,1,,,,,
206187,512,0,0,0,0,,,,
206190,500,4,,,,,,,
206190,534,1a,9,,,,,,
206197,540,2c,80,0,b3,a0,0,,
206197,504,0,1a,1,,,,,
206197,544,9,b0,9,6,50,4,,
206199,500,4,,,,,,,
206199,50c,80,4,1,,,,,
206200,513,0,0,0,0,,,,
206205,52c,0,,,,,,,
206206,520,0,9,4,5,3,4,5,4
206208,504,0,1a,1,,,,,
206210,500,4,,,,,,,
206210,534,f7,8,,,,,,
206213,512,0,0,0,0,,,,
206216,548,10,d0,0,42,e0,0,,
206219,504,0,1a,1,,,,,
206221,500,4,,,,,,,
206221,564,18,,,,,,,
206221,54c,0c,d0,0,42,a0,0,,
206223,528,0,,,,,,,
206226,513,0,0,0,0,,,,
206227,524,0,0,0,0,4,0,4,9
206230,504,0,1a,1,,,,,
206231,508,66,0e,50,0,2,,,
206231,509,fc,4,a3,3,18,9,,
206231,538,0,0,32,5,94,3,7,3
206232,500,4,,,,,,,
206232,534,e4,8,,,,,,
206239,512,0,0,0,0,,,,
206241,504,0,1a,1,,,,,
206243,500,4,,,,,,,
206248,540,2f,80,0,b2,a0,0,,
206249,544,9,80,0d,6,40,4,,
206250,50c,72,4,1,,,,,
206252,510,81,5,0,,,,,
206252,504,0,1a,1,,,,,
206252,513,0,0,0,0,,,,
206254,500,4,,,,,,,
206254,550,1b,1b,18,0,,,,
206254,534,f6,8,,,,,,
206258,520,0,9,4,5,3,4,5,4
206263,504,0,1a,1,,,,,
206264,500,4,,,,,,,
206265,512,0,0,0,0,,,,
206268,548,10,e0,0,54,0,1,,
206270,514,0,2,0,,,,,
206273,54c,0c,d0,0,3e,a0,0,,
206274,504,0,1a,1,,,,,
206275,534,ed,8,,,,,,
206275,500,4,,,,,,,
206278,513,0,0,0,0,,,,
206279,524,0,0,0,0,4,0,4,9
206281,570,18,,,,,,,
206282,508,23,0e,52,0,2,,,
206282,509,ee,4,9c,3,e2,8,,
206282,538,0,0,32,5,94,3,3,3
206285,504,0,1a,1,,,,,
206286,500,4,,,,,,,
206288,568,1a,,,,,,,
206291,512,0,0,0,0,,,,
206296,504,0,1a,1,,,,,
206297,56c,19,,,,,,,
206297,534,ea,8,,,,,,
206298,500,4,,,,,,,
206300,540,1d,80,0,b0,a0,0,,
206300,544,9,40,0b,6,40,4,,
206301,50c,78,4,1,,,,,
206304,513,0,0,0,0,,,,
206307,52c,0,,,,,,,
206307,504,0,1a,1,,,,,
206309,520,0,9,4,5,3,4,5,4
206309,500,4,,,,,,,
206317,55c,1b,,,,,,,
206317,512,0,0,0,0,,,,
206318,504,0,1a,1,,,,,
206319,548,10,e0,0,4a,e0,0,,
206319,534,0c,9,,,,,,
206319,500,4,,,,,,,
206322,564,18,,,,,,,
206323,528,0,,,,,,,
206326,554,0,0,0,0,,,,
206326,54c,11,d0,0,46,a0,0,,
206329,504,0,1a,1,,,,,
206330,524,0,0,0,0,4,0,4,9
206330,513,0,0,0,0,,,,
206330,500,4,,,,,,,
206333,508,c2,0d,51,0,2,,,
206333,509,fd,4,8f,3,e2,8,,
206333,538,0,0,32,5,94,3,3,3
206340,504,0,1a,1,,,,,
206342,534,ee,8,,,,,,
206343,500,4,,,,,,,
206343,512,0,0,0,0,,,,
206351,540,2a,80,0,b4,a0,0,,
206351,544,9,40,0b,7,50,4,,
206351,504,0,1a,1,,,,,
206352,50c,74,4,1,,,,,
206353,510,7f,5,0,,,,,
206353,500,4,,,,,,,
206356,513,0,0,0,0,,,,
206360,520,0,9,4,5,3,4,5,4
206361,534,eb,8,,,,,,
206362,504,0,1a,1,,,,,
206363,500,4,,,,,,,
206369,512,0,0,0,0,,,,
206370,548,10,d0,0,40,e0,0,,
206371,560,19,,,,,,,
206371,514,0,2,0,,,,,
206373,504,0,1a,1,,,,,
206374,500,4,,,,,,,
206377,54c,0d,d0,0,3d,90,0,,
206382,524,0,0,0,0,4,0,4,9
206382,513,0,0,0,0,,,,
206383,534,da,8,,,,,,
206384,504,0,1a,1,,,,,
206384,508,40,0e,52,0,3,,,
206384,509,f2,4,92,3,7,9,,
206384,538,0,0,32,5,94,3,9,3
206385,500,4,,,,,,,
206395,504,0,1a,1,,,,,
206397,512,0,0,0,0,,,,
206397,500,4,,,,,,,
206403,50c,68,4,1,,,,,
206403,540,35,80,0,b0,90,0,,
206404,544,9,10,0c,7,40,4,,
206405,534,ec,8,,,,,,
206406,504,0,1a,1,,,,,
206407,52c,0,,,,,,,
206408,500,4,,,,,,,
206408,513,0,0,0,0,,,,
206412,520,0,9,4,5,3,4,5,4
206417,504,0,1a,1,,,,,
206418,500,4,,,,,,,
206421,512,0,0,0,0,,,,
206422,548,10,d0,0,56,d0,0,,
206423,564,18,,,,,,,
206425,528,0,,,,,,,
206425,534,ed,8,,,,,,
206428,504,0,1a,1,,,,,
206428,54c,0c,d0,0,38,90,0,,
206430,500,4,,,,,,,
206434,524,0,0,0,0,4,0,4,9
206434,513,0,0,0,0,,,,
206435,508,7f,0d,51,0,2,,,
206435,509,0a,5,8e,3,7,9,,
206435,538,0,0,32,5,94,3,9,3
206439,504,0,1a,1,,,,,
206440,500,4,,,,,,,
206447,534,e4,8,,,,,,
206447,512,0,0,0,0,,,,
206450,504,0,1a,1,,,,,
206451,500,4,,,,,,,
206454,510,80,5,0,,,,,
206454,50c,6f,4,1,,,,,
206455,550,1b,1b,18,0,,,,
206456,540,23,80,0,ad,a0,0,,
206456,544,9,20,0a,6,40,4,,
206460,513,0,0,0,0,,,,
206461,504,0,1a,1,,,,,
206462,520,0,9,4,5,3,4,5,4
206464,500,4,,,,,,,
206468,534,ed,8,,,,,,
206472,504,0,1a,1,,,,,
206472,514,0,2,0,,,,,
206473,512,0,0,0,0,,,,
206473,500,4,,,,,,,
206473,548,0f,d0,0,33,d0,0,,
206479,54c,15,d0,0,3b,a0,0,,
206482,570,18,,,,,,,
206483,504,0,1a,1,,,,,
206485,500,4,,,,,,,
206485,524,0,0,0,0,4,0,4,9
206486,513,0,0,0,0,,,,
206486,508,9f,0d,51,0,2,,,
206486,509,fa,4,8f,3,0c,9,,
206486,538,0,0,32,5,94,3,0a,3
206489,568,1a,,,,,,,
206489,534,ee,8,,,,,,
206494,504,0,1a,1,,,,,
206495,500,4,,,,,,,
206499,56c,19,,,,,,,
206499,512,0,0,0,0,,,,
206505,504,0,1a,1,,,,,
206505,50c,6f,4,1,,,,,
206506,500,4,,,,,,,
206507,540,28,80,0,b0,a0,0,,
206507,544,9,80,0c,7,50,4,,
206508,52c,0,,,,,,,
206511,534,e7,8,,,,,,
206512,513,0,0,0,0,,,,
206514,520,0,9,4,5,3,4,5,4
206516,504,0,1a,1,,,,,
206518,500,4,,,,,,,
206518,55c,1b,,,,,,,
206524,564,18,,,,,,,
206525,554,0,0,0,0,,,,
206525,548,10,d0,0,58,d0,0,,
206525,512,0,0,0,0,,,,
206526,528,0,,,,,,,
206527,504,0,1a,1,,,,,
206529,500,4,,,,,,,
206531,54c,0c,d0,0,45,a0,0,,
206533,534,ec,8,,,,,,
206536,524,0,0,0,0,4,0,4,9
206537,509,fc,4,90,3,0c,9,,
206537,538,0,0,32,5,94,3,0a,3
206537,508,df,0d,51,0,2,,,
206538,504,0,1a,1,,,,,
206538,513,0,0,0,0,,,,
206539,500,4,,,,,,,
206549,504,0,1a,1,,,,,
206550,500,4,,,,,,,
206551,512,0,0,0,0,,,,
206555,534,11,9,,,,,,
206555,510,7f,5,0,,,,,
206556,50c,6d,4,1,,,,,
206559,540,27,80,0,b2,a0,0,,
206559,544,9,20,0a,7,50,4,,
206560,504,0,1a,1,,,,,
206561,500,4,,,,,,,
206564,513,0,0,0,0,,,,
206564,520,0,9,4,5,3,4,5,4
206571,504,0,1a,1,,,,,
206572,560,19,,,,,,,
206573,500,4,,,,,,,
206573,514,0,2,0,,,,,
206575,534,e9,8,,,,,,
206577,548,0f,e0,0,3a,e0,0,,
206577,512,0,0,0,0,,,,
206582,504,0,1a,1,,,,,
206584,54c,0c,d0,0,3c,a0,0,,
206584,500,4,,,,,,,
206588,524,0,0,0,0,4,0,4,9
206588,509,0f,5,9a,3,ee,8,,
206588,538,0,0,32,5,94,3,10,3
